,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,995,1050.0,775.0,891.0,881.0,780.0,733.0,1853.0,4994.0,4674.0,5370.0,6288.0,6499
Expenses,894,1051.0,966.0,867.0,876.0,747.0,700.0,1806.0,4666.0,4310.0,5112.0,6014.0,6145
Operating Profit,100,-1.0,-191.0,24.0,6.0,32.0,33.0,47.0,328.0,364.0,258.0,273.0,354
OPM %,10,-0.0,-25.0,3.0,1.0,4.0,5.0,3.0,7.0,8.0,5.0,4.0,5
Other Income,11,43.0,-18.0,38.0,7.0,13.0,19.0,-67.0,-178.0,-75.0,0.0,-25.0,-28
Interest,8,36.0,35.0,26.0,27.0,26.0,25.0,45.0,132.0,98.0,74.0,111.0,127
Depreciation,16,16.0,40.0,18.0,8.0,7.0,8.0,15.0,92.0,96.0,99.0,107.0,107
Profit before tax,86,-10.0,-285.0,18.0,-22.0,13.0,19.0,-79.0,-73.0,96.0,86.0,29.0,92
Tax %,26,-121.0,1.0,16.0,-55.0,18.0,22.0,1.0,-10.0,19.0,15.0,20.0,
Net Profit,64,-22.0,-282.0,15.0,-35.0,10.0,15.0,-79.0,-80.0,78.0,73.0,24.0,87
EPS in Rs,,-1.54,-19.83,1.04,-2.43,0.73,1.05,-5.3,-5.38,4.8,4.43,1.41,5.17
