,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,351.0,383.0,408.0,375.0,382.0,390.0,434.0,504.0,337.0,265.0,32.0,47.0,48
Expenses,471.0,380.0,391.0,413.0,396.0,375.0,424.0,415.0,328.0,281.0,29.0,42.0,43
Operating Profit,-120.0,3.0,17.0,-38.0,-14.0,16.0,10.0,88.0,9.0,-16.0,3.0,4.0,5
OPM %,-34.0,1.0,4.0,-10.0,-4.0,4.0,2.0,18.0,3.0,-6.0,9.0,10.0,10
Other Income,242.0,1.0,52.0,54.0,77.0,16.0,6.0,2.0,4.0,3.0,-68.0,-118.0,-113
Interest,52.0,49.0,49.0,46.0,31.0,24.0,25.0,29.0,32.0,37.0,0.0,0.0,18
Depreciation,35.0,35.0,35.0,12.0,22.0,23.0,23.0,23.0,25.0,27.0,4.0,4.0,4
Profit before tax,35.0,-80.0,-13.0,-43.0,9.0,-15.0,-32.0,38.0,-45.0,-77.0,-70.0,-118.0,-130
Tax %,-77.0,29.0,-15.0,0.0,46.0,40.0,6.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,62.0,-57.0,-16.0,-43.0,5.0,-9.0,-30.0,38.0,-45.0,-77.0,-70.0,-118.0,-130
EPS in Rs,10.68,-9.75,-2.67,-7.31,0.41,-0.6,-2.03,2.59,-3.03,-5.22,-4.73,-8.01,-8.84
