,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.06,0.02,0.1,0.06,0.12,0.08,6.62,38.69,38.03,35.7,43.95,38.7,31.11
Expenses,1.06,0.5,0.42,0.29,0.26,0.19,6.76,38.53,37.98,35.3,43.43,38.17,30.52
Operating Profit,-1.0,-0.48,-0.32,-0.23,-0.14,-0.11,-0.14,0.16,0.05,0.4,0.52,0.53,0.59
OPM %,-1666.67,-2400.0,-320.0,-383.33,-116.67,-137.5,-2.11,0.41,0.13,1.12,1.18,1.37,1.90
Other Income,0.18,-0.62,0.07,0.12,0.07,0.14,0.08,-0.03,-0.11,0.02,0.07,0.09,0.09
Interest,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.00
Depreciation,1.14,1.13,0.49,0.4,0.39,0.37,0.36,0.22,0.0,0.03,0.02,0.02,0.03
Profit before tax,-1.99,-2.26,-0.75,-0.51,-0.46,-0.34,-0.42,-0.09,-0.06,0.39,0.56,0.6,0.65
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,-1.99,-2.26,-0.75,-0.51,-0.46,-0.34,-0.41,-0.09,-0.06,0.39,0.56,0.6,0.63
EPS in Rs,-0.58,-0.66,-0.22,-0.15,-0.14,-0.1,-0.12,-0.03,-0.02,0.11,0.16,0.18,0.18
