,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,308.0,313.0,389.0,477.0,582.0,652.0,721.0,742.0,857.0,783.0,930.0,878.0,885
Expenses,282.0,278.0,280.0,345.0,420.0,489.0,513.0,542.0,641.0,584.0,686.0,747.0,802
Operating Profit,26.0,35.0,109.0,132.0,162.0,163.0,208.0,200.0,216.0,199.0,244.0,131.0,83
OPM %,9.0,11.0,28.0,28.0,28.0,25.0,29.0,27.0,25.0,25.0,26.0,15.0,9
Other Income,6.0,7.0,12.0,23.0,-10.0,29.0,11.0,36.0,43.0,37.0,44.0,34.0,30
Interest,1.0,3.0,4.0,1.0,6.0,8.0,4.0,1.0,3.0,2.0,3.0,3.0,3
Depreciation,14.0,21.0,24.0,30.0,31.0,29.0,31.0,32.0,38.0,40.0,42.0,41.0,41
Profit before tax,16.0,18.0,93.0,123.0,115.0,155.0,183.0,204.0,218.0,194.0,243.0,120.0,68
Tax %,36.0,31.0,34.0,34.0,46.0,35.0,35.0,36.0,36.0,32.0,25.0,27.0,
Net Profit,11.0,12.0,61.0,81.0,62.0,100.0,119.0,131.0,139.0,132.0,182.0,88.0,49
EPS in Rs,1.77,2.05,10.31,13.58,10.62,17.14,19.94,21.97,23.36,22.04,30.42,14.79,8.26
