,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.0
Expenses,0.07,0.35,0.21,0.24,0.18,0.19,0.21,0.23,0.19,0.16,0.17,0.16,0.17
Operating Profit,-0.07,-0.35,-0.21,-0.24,-0.18,-0.19,-0.21,-0.23,-0.19,-0.16,-0.17,-0.17,-0.17
OPM %,,,,,,,,,,,,,
Other Income,0.27,0.02,0.23,-0.23,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.0
Interest,0.00,0.00,0.00,0.01,0.03,0.04,0.05,0.05,0.01,0.02,0.04,0.05,0.03
Depreciation,0.21,0.31,0.07,0.21,0.08,0.08,0.08,0.05,0.04,0.09,0.00,0.00,0.0
Profit before tax,-0.01,-0.64,-0.05,-0.69,-0.29,-0.31,-0.34,0.57,-0.24,-0.27,-0.21,-0.22,-0.2
Tax %,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Net Profit,-0.01,-0.64,-0.06,-0.69,-0.29,-0.31,-0.34,0.56,-0.23,-0.27,-0.21,-0.22,-0.2
EPS in Rs,,-0.80,-0.07,-0.86,-0.36,-0.39,-0.42,0.70,-0.29,-0.34,-0.26,-0.27,-0.24
