,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,81.0,63.0,64.0,64.0,64.0,62.0,58.0,58.0,45.0,44.0,70.0,130.0,144
Expenses,77.0,60.0,61.0,62.0,62.0,62.0,54.0,56.0,48.0,45.0,68.0,125.0,136
Operating Profit,4.0,3.0,3.0,2.0,2.0,-0.0,3.0,1.0,-3.0,-0.0,3.0,6.0,8
OPM %,5.0,5.0,5.0,3.0,3.0,-0.0,6.0,2.0,-6.0,-0.0,4.0,4.0,6
Other Income,1.0,1.0,1.0,3.0,3.0,6.0,4.0,3.0,7.0,4.0,2.0,2.0,3
Interest,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2
Depreciation,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2
Profit before tax,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,7
Tax %,31.0,31.0,34.0,14.0,37.0,11.0,24.0,50.0,17.0,55.0,26.0,25.0,
Net Profit,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,6
EPS in Rs,0.56,0.49,0.5,1.07,0.67,1.2,1.03,0.29,0.42,0.28,0.64,1.5,2.76
