,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.34,2.93,2.94,1.82,1.2,1.49,1.35,0.57,1.12,0.94,0.99,0.49,-0.09
Expenses,1.13,1.3,1.78,0.95,0.74,1.19,0.82,0.4,0.33,0.28,0.29,0.39,0.41
Operating Profit,0.21,1.63,1.16,0.87,0.46,0.3,0.53,0.17,0.79,0.66,0.7,0.1,-0.50
OPM %,15.67,55.63,39.46,47.8,38.33,20.13,39.26,29.82,70.54,70.21,70.71,20.41,555.56
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64,-0.33,0.0,0.05,0.09
Interest,0.0,0.21,0.27,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.01,0.74,0.77,0.76,0.4,0.52,0.52,0.51,0.14,0.03,0.02,0.02,0.00
Profit before tax,0.2,0.68,0.12,0.05,0.06,-0.23,0.01,-0.34,0.01,0.3,0.68,0.13,-0.41
Tax %,25.0,20.59,25.0,140.0,83.33,-17.39,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,0.16,0.53,0.09,-0.03,0.01,-0.27,0.0,-0.34,0.01,0.31,0.68,0.13,-0.43
EPS in Rs,0.15,0.17,0.03,-0.01,0.0,-0.08,0.0,-0.11,0.0,0.1,0.21,0.04,-0.14
