,Mar 2009,Mar 2010,Mar 2011,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,116.0,280.0,361.0,276.0,335.0,284.0,222.0,285.0,362.0,425.0,467.0,611.0,580
Expenses,113.0,290.0,349.0,256.0,305.0,238.0,198.0,259.0,323.0,363.0,374.0,545.0,518
Operating Profit,3.0,-9.0,12.0,19.0,31.0,46.0,24.0,26.0,38.0,62.0,93.0,66.0,62
OPM %,2.0,-3.0,3.0,7.0,9.0,16.0,11.0,9.0,11.0,15.0,20.0,11.0,11
Other Income,36.0,56.0,80.0,9.0,9.0,1.0,10.0,0.0,1.0,0.0,2.0,3.0,3
Interest,9.0,18.0,28.0,18.0,21.0,25.0,21.0,36.0,42.0,36.0,32.0,28.0,27
Depreciation,5.0,8.0,11.0,10.0,11.0,12.0,13.0,13.0,15.0,15.0,16.0,16.0,15
Profit before tax,25.0,21.0,54.0,0.0,7.0,10.0,-1.0,-24.0,-17.0,12.0,47.0,26.0,23
Tax %,10.0,15.0,20.0,1559.0,37.0,42.0,-395.0,26.0,52.0,32.0,-28.0,192.0,
Net Profit,23.0,18.0,43.0,-3.0,4.0,6.0,-4.0,-18.0,-8.0,8.0,60.0,-23.0,-29
EPS in Rs,132.47,105.59,2.49,-0.19,0.26,0.35,-0.25,-1.02,-0.42,0.44,3.2,-1.25,-1.53
