,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,6.18,1.78,3.04,0.01,0.03,8.3,2.73,3.65,-0.00,-0.00,-0.00,-0.00,0.48
Expenses,7.32,2.9,4.26,1.48,0.89,8.16,4.15,3.53,1.44,0.19,0.20,0.19,0.63
Operating Profit,-1.14,-1.12,-1.22,-1.47,-0.86,0.14,-1.42,0.12,-1.44,-0.19,-0.20,-0.19,-0.15
OPM %,-18.45,-62.92,-40.13,-14700.0,-2866.67,1.69,-52.01,3.29,,,,,-31.25
Other Income,0.48,0.4,1.96,0.06,-2.68,0.02,4.5,0.6,-0.00,-0.00,0.60,0.03,0.07
Interest,0.41,0.3,0.09,0.08,0.11,0.07,0.04,-0.0,-0.00,-0.00,-0.00,-0.00,0.00
Depreciation,0.4,0.42,0.32,0.26,0.21,0.08,0.08,0.07,0.02,-0.00,-0.00,-0.00,0.00
Profit before tax,-1.47,-1.44,0.33,-1.75,-3.86,0.01,2.96,0.65,-1.46,-0.19,0.40,-0.16,-0.08
Tax %,1.36,-0.0,-9.09,2.29,22.02,100.0,26.01,78.46,7.53,-84.21,-0.00,-0.00,
Net Profit,-1.45,-1.44,0.36,-1.71,-3.01,-0.0,2.2,0.14,-1.34,-0.35,0.40,-0.16,-0.08
EPS in Rs,-3.87,-3.84,0.96,-4.56,-8.03,-0.0,5.87,0.37,-3.57,-0.93,1.07,-0.43,-0.21
