,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.4,0.5,0.11,0.22,0.4,0.5,0.8,0.1,0.4,2.14,0.41,0.34,0.95
Expenses,0.48,0.58,0.19,0.33,0.53,0.65,0.92,0.25,0.62,2.28,0.6,0.5,1.10
Operating Profit,-0.08,-0.08,-0.08,-0.11,-0.13,-0.15,-0.12,-0.15,-0.22,-0.14,-0.19,-0.16,-0.15
OPM %,-20.0,-16.0,-72.73,-50.0,-32.5,-30.0,-15.0,-150.0,-55.0,-6.54,-46.34,-47.06,-15.79
Other Income,0.23,0.3,0.3,0.27,0.17,0.1,0.3,0.28,0.23,0.05,0.03,0.03,2.08
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.00
Depreciation,0.06,0.06,0.06,0.15,0.11,0.09,0.09,0.09,0.09,0.07,0.07,0.06,0.03
Profit before tax,0.09,0.16,0.16,0.01,-0.07,-0.14,0.08,0.04,-0.08,-0.17,-0.24,-0.2,1.90
Tax %,11.11,31.25,-12.5,-300.0,0.0,0.0,25.0,-25.0,12.5,0.0,0.0,-5.0,
Net Profit,0.08,0.11,0.17,0.04,-0.06,-0.14,0.07,0.05,-0.06,-0.17,-0.24,-0.21,1.56
EPS in Rs,0.19,0.26,0.4,0.1,-0.14,-0.33,0.17,0.12,-0.14,-0.4,-0.57,-0.5,3.70
