,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,147.0,137.0,161.0,204.0,183.0,171.0,156.0,176.0,183.0,198.0,252.0,261.0,230
Expenses,137.0,127.0,152.0,194.0,174.0,165.0,152.0,170.0,177.0,189.0,240.0,247.0,217
Operating Profit,10.0,10.0,8.0,10.0,9.0,6.0,4.0,5.0,6.0,9.0,11.0,15.0,13
OPM %,7.0,7.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,6.0,6
Other Income,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,1
Interest,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4
Depreciation,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4
Profit before tax,7.0,6.0,5.0,5.0,6.0,2.0,1.0,3.0,5.0,6.0,7.0,8.0,6
Tax %,32.0,35.0,-23.0,30.0,41.0,28.0,32.0,6.0,24.0,26.0,30.0,34.0,
Net Profit,4.0,4.0,7.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0,4
EPS in Rs,62.84,50.89,91.8,53.56,46.96,16.59,10.26,34.44,57.64,62.84,70.15,74.23,49.49
