,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,357.0,421.0,506.0,532.0,565.0,652.0,701.0,742.0,799.0,699.0,1159.0,1447.0,1383
Expenses,314.0,372.0,457.0,468.0,505.0,602.0,638.0,650.0,743.0,634.0,1001.0,1299.0,1255
Operating Profit,44.0,50.0,49.0,64.0,60.0,50.0,63.0,92.0,56.0,65.0,158.0,147.0,128
OPM %,12.0,12.0,10.0,12.0,11.0,8.0,9.0,12.0,7.0,9.0,14.0,10.0,9
Other Income,1.0,1.0,3.0,2.0,3.0,2.0,5.0,3.0,10.0,8.0,3.0,3.0,6
Interest,11.0,14.0,17.0,18.0,15.0,13.0,18.0,16.0,19.0,23.0,24.0,28.0,31
Depreciation,8.0,9.0,12.0,13.0,12.0,12.0,15.0,13.0,14.0,22.0,35.0,36.0,35
Profit before tax,26.0,27.0,23.0,34.0,35.0,27.0,36.0,66.0,33.0,28.0,102.0,86.0,69
Tax %,20.0,24.0,32.0,33.0,36.0,33.0,37.0,37.0,-1.0,26.0,29.0,27.0,
Net Profit,21.0,21.0,16.0,23.0,22.0,18.0,23.0,42.0,33.0,21.0,73.0,63.0,50
EPS in Rs,14.09,14.05,10.71,15.49,15.18,12.41,15.32,28.19,22.45,14.17,46.63,40.56,32.14
