,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.05,0.11,0.81,0.41,4.59,10.98,2.98,0.08,0.2,0.2,0.23,4.54,5.33
Expenses,0.63,0.1,0.84,0.52,4.83,11.26,3.18,0.22,0.24,0.26,0.7,4.66,5.36
Operating Profit,-0.58,0.01,-0.03,-0.11,-0.24,-0.28,-0.2,-0.14,-0.04,-0.06,-0.47,-0.12,-0.03
OPM %,-1160.0,9.09,-3.70,-26.83,-5.23,-2.55,-6.71,-175.0,-20.0,-30.0,-204.35,-2.64,-0.56
Other Income,0.02,0.0,0.04,0.15,0.28,0.24,0.21,0.21,0.0,0.08,0.9,0.92,0.47
Interest,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.00
Depreciation,0.06,0.0,0.01,0.03,0.03,0.03,0.02,0.02,0.01,0.0,0.0,0.0,0.00
Profit before tax,-0.62,0.01,0.00,0.01,0.01,-0.07,-0.01,0.05,-0.05,0.02,0.39,0.76,0.44
Tax %,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,
Net Profit,-0.62,0.0,0.00,0.01,0.01,-0.07,-0.01,0.05,-0.05,0.02,0.33,0.76,0.42
EPS in Rs,-0.09,0.0,0.00,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.02,0.05,0.03
