,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,680.0,674.0,668.0,994.0,1206.0,754.0,821.0,1476.0,2368.0,917.0,2318.0,2888.0,2653
Expenses,673.0,667.0,661.0,986.0,1196.0,745.0,823.0,1484.0,2372.0,921.0,2317.0,2882.0,2650
Operating Profit,6.0,6.0,8.0,8.0,10.0,9.0,-2.0,-9.0,-4.0,-4.0,1.0,5.0,3
OPM %,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-1.0,-0.0,-0.0,0.0,0.0,0
Other Income,1.0,1.0,0.0,2.0,1.0,3.0,43.0,2.0,1.0,5.0,16.0,2.0,3
Interest,3.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,3.0,2
Depreciation,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2
Profit before tax,3.0,2.0,2.0,3.0,3.0,4.0,34.0,-13.0,-12.0,-7.0,10.0,2.0,3
Tax %,28.0,16.0,42.0,9.0,33.0,52.0,26.0,22.0,20.0,31.0,-3.0,78.0,
Net Profit,2.0,2.0,1.0,2.0,2.0,2.0,25.0,-10.0,-10.0,-5.0,10.0,1.0,1
EPS in Rs,0.6,0.53,0.36,0.72,0.56,0.66,7.96,-3.1,-3.11,-1.47,3.18,0.16,0.26
