,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,178.0,156.0,155.0,192.0,179.0,201.0,202.0,226.0,216.0,220.0,355.0,563.0,541
Expenses,168.0,146.0,142.0,180.0,166.0,185.0,183.0,211.0,200.0,207.0,340.0,537.0,508
Operating Profit,10.0,10.0,12.0,12.0,13.0,16.0,19.0,15.0,16.0,13.0,15.0,26.0,33
OPM %,6.0,6.0,8.0,6.0,7.0,8.0,10.0,7.0,7.0,6.0,4.0,5.0,6
Other Income,1.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-1.0,-3.0,2.0,2.0,3
Interest,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,5
Depreciation,1.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,6
Profit before tax,8.0,7.0,9.0,5.0,8.0,9.0,11.0,8.0,6.0,3.0,8.0,17.0,25
Tax %,34.0,35.0,33.0,35.0,36.0,35.0,33.0,28.0,24.0,39.0,22.0,29.0,
Net Profit,5.0,4.0,6.0,3.0,5.0,6.0,8.0,6.0,5.0,2.0,7.0,12.0,18
EPS in Rs,50.4,43.1,59.5,34.2,50.7,58.4,75.5,60.3,47.4,18.8,66.3,119.2,179.10
