,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,85.0,74.0,88.0,93.0,56.0,60.0,70.0,116.0,118.0,218.0,237.0,285.0,328
Expenses,77.0,66.0,80.0,84.0,51.0,55.0,58.0,102.0,101.0,187.0,193.0,237.0,276
Operating Profit,8.0,8.0,8.0,9.0,5.0,5.0,12.0,14.0,17.0,31.0,44.0,48.0,53
OPM %,10.0,11.0,9.0,9.0,8.0,9.0,16.0,12.0,14.0,14.0,18.0,17.0,16
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Interest,3.0,4.0,4.0,2.0,2.0,3.0,5.0,4.0,6.0,7.0,4.0,4.0,4
Depreciation,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,7.0,9.0,9.0,9.0,9
Profit before tax,2.0,1.0,2.0,4.0,1.0,1.0,3.0,6.0,4.0,15.0,31.0,36.0,40
Tax %,30.0,39.0,33.0,33.0,28.0,-8.0,-7.0,1.0,-42.0,37.0,24.0,27.0,
Net Profit,1.0,1.0,1.0,3.0,0.0,1.0,4.0,6.0,5.0,9.0,24.0,26.0,29
EPS in Rs,2.25,1.34,1.01,2.22,0.38,0.84,3.14,5.53,4.74,8.04,20.68,22.82,25.34
