,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.08,1.92,0.09,0.54,0.71,0.42,0.61,1.26,1.56,2.13,2.61,0.97,0.92
Expenses,0.34,1.64,-0.02,0.59,0.88,0.14,0.45,1.29,2.35,0.89,3.52,1.56,1.31
Operating Profit,-0.26,0.28,0.11,-0.05,-0.17,0.28,0.16,-0.03,-0.79,1.24,-0.91,-0.59,-0.39
OPM %,-325.0,14.58,122.22,-9.26,-23.94,66.67,26.23,-2.38,-50.64,58.22,-34.87,-60.82,-42.39
Other Income,0.0,0.0,0.0,0.0,0.0,0.09,0.28,0.01,0.02,0.0,0.06,0.0,0.00
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.12
Profit before tax,-0.27,0.28,0.11,-0.05,-0.17,0.37,0.44,-0.02,-0.77,1.24,-0.9,-0.82,-0.51
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,-2.27,0.0,0.0,0.0,1.11,15.85,
Net Profit,-0.26,0.27,0.11,-0.05,-0.17,0.37,0.45,-0.02,-0.77,1.24,-0.9,-0.68,-0.52
EPS in Rs,-0.77,0.8,0.33,-0.15,-0.51,1.1,1.34,-0.06,-2.29,3.69,-2.68,-2.02,-1.55
