,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,163.0,170.0,184.0,195.0,165.0,214.0,198.0,279.0,264.0,296.0,456.0,516.0,516
Expenses,161.0,165.0,170.0,189.0,163.0,215.0,190.0,267.0,254.0,279.0,431.0,498.0,496
Operating Profit,2.0,4.0,14.0,6.0,2.0,-1.0,8.0,12.0,10.0,18.0,26.0,17.0,21
OPM %,1.0,3.0,8.0,3.0,1.0,-0.0,4.0,4.0,4.0,6.0,6.0,3.0,4
Other Income,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2
Interest,4.0,5.0,5.0,5.0,4.0,4.0,4.0,6.0,7.0,7.0,8.0,7.0,7
Depreciation,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5
Profit before tax,-3.0,-3.0,7.0,-2.0,-4.0,-6.0,1.0,3.0,0.0,7.0,16.0,8.0,10
Tax %,13.0,30.0,47.0,46.0,55.0,29.0,73.0,54.0,-61.0,12.0,28.0,27.0,
Net Profit,-3.0,-2.0,4.0,-1.0,-2.0,-4.0,0.0,1.0,1.0,6.0,11.0,6.0,9
EPS in Rs,-6.71,-5.62,8.98,-2.6,-4.02,-10.05,0.6,3.38,1.57,15.14,27.24,14.05,21.76
