,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,9.4,5.08,7.66,7.9,9.02,8.8,10.02,11.92,12.44,13.18,18.6,15.51,15.35
Expenses,8.64,4.88,6.91,7.58,8.3,8.27,9.34,11.3,11.73,12.68,17.77,14.84,14.18
Operating Profit,0.76,0.2,0.75,0.32,0.72,0.53,0.68,0.62,0.71,0.5,0.83,0.67,1.17
OPM %,8.09,3.94,9.79,4.05,7.98,6.02,6.79,5.2,5.71,3.79,4.46,4.32,7.62
Other Income,-0.5,-0.02,0.01,0.04,-0.25,-0.18,0.14,0.16,0.14,0.19,0.49,0.47,0.33
Interest,0.39,0.26,0.25,0.29,0.31,0.29,0.25,0.26,0.27,0.23,0.11,0.0,0.00
Depreciation,0.57,0.51,0.47,0.32,0.31,0.33,0.31,0.27,0.26,0.26,0.26,0.26,0.24
Profit before tax,-0.7,-0.59,0.04,-0.25,-0.15,-0.27,0.26,0.25,0.32,0.2,0.95,0.88,1.26
Tax %,24.29,10.17,25.0,4.0,-6.67,14.81,-19.23,12.0,15.62,160.0,22.11,28.41,
Net Profit,-0.52,-0.53,0.03,-0.24,-0.16,-0.23,0.31,0.22,0.26,-0.13,0.73,0.63,1.02
EPS in Rs,-1.04,-1.06,0.06,-0.48,-0.32,-0.46,0.62,0.44,0.52,-0.26,1.45,1.26,2.04
