,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,19489.0,22407.0,26519.0,31571.0,35949.0,35576.0,28279.0,37092.0,44958.0,41952.0,38516.0,42177.0,42524
Expenses,14440.0,16439.0,18237.0,20771.0,24281.0,25348.0,22224.0,32976.0,30042.0,25006.0,22547.0,25424.0,25695
Operating Profit,5048.0,5969.0,8282.0,10800.0,11668.0,10227.0,6054.0,4116.0,14916.0,16946.0,15968.0,16753.0,16829
OPM %,26.0,27.0,31.0,34.0,32.0,29.0,21.0,11.0,33.0,40.0,41.0,40.0,40
Other Income,44.0,131.0,247.0,497.0,641.0,746.0,703.0,1789.0,-36964.0,-19563.0,363.0,354.0,165
Interest,1056.0,1045.0,966.0,1060.0,1803.0,4010.0,4847.0,9545.0,15393.0,17998.0,20981.0,23354.0,24292
Depreciation,2981.0,3478.0,4519.0,5304.0,6256.0,7827.0,8409.0,14536.0,24356.0,23638.0,23584.0,23050.0,22874
Profit before tax,1055.0,1577.0,3044.0,4933.0,4250.0,-863.0,-6499.0,-18175.0,-61797.0,-44253.0,-28234.0,-29298.0,-30170
Tax %,31.0,36.0,35.0,35.0,36.0,54.0,36.0,20.0,-20.0,0.0,-0.0,-0.0,
Net Profit,723.0,1011.0,1968.0,3193.0,2728.0,-400.0,-4168.0,-14604.0,-73878.0,-44233.0,-28245.0,-29301.0,-30987
EPS in Rs,0.66,0.93,1.8,2.7,2.3,-0.34,-2.91,-5.08,-25.71,-15.39,-8.79,-6.02,-7.21
