,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,536.0,559.0,653.0,648.0,619.0,666.0,641.0,757.0,676.0,632.0,1082.0,1026.0,982
Expenses,497.0,501.0,565.0,590.0,572.0,621.0,615.0,721.0,668.0,578.0,965.0,1006.0,957
Operating Profit,38.0,58.0,89.0,59.0,47.0,46.0,25.0,36.0,8.0,54.0,117.0,20.0,25
OPM %,7.0,10.0,14.0,9.0,8.0,7.0,4.0,5.0,1.0,8.0,11.0,2.0,3
Other Income,5.0,8.0,-1.0,14.0,12.0,15.0,12.0,15.0,17.0,8.0,22.0,15.0,13
Interest,27.0,23.0,19.0,19.0,19.0,18.0,19.0,17.0,16.0,17.0,21.0,23.0,29
Depreciation,19.0,19.0,38.0,35.0,25.0,23.0,18.0,20.0,24.0,24.0,26.0,30.0,32
Profit before tax,-2.0,24.0,31.0,18.0,14.0,21.0,1.0,13.0,-15.0,21.0,92.0,-18.0,-24
Tax %,-0.0,-0.0,5.0,5.0,25.0,33.0,-65.0,39.0,-0.0,40.0,28.0,13.0,
Net Profit,-2.0,24.0,29.0,17.0,10.0,14.0,1.0,8.0,-15.0,13.0,67.0,-16.0,-24
EPS in Rs,-0.47,5.83,7.1,4.02,2.46,3.33,0.24,1.96,-3.68,3.02,16.14,-3.84,-5.73
