,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.27,6.49,3.1,1.54,0.76,1.0,1.92,2.01,1.36,1.04,1.45,0.96,0.66
Expenses,0.41,6.46,2.88,1.52,0.9,1.07,2.33,2.34,1.79,1.5,1.64,1.14,1.01
Operating Profit,-0.14,0.03,0.22,0.02,-0.14,-0.07,-0.41,-0.33,-0.43,-0.46,-0.19,-0.18,-0.35
OPM %,-51.85,0.46,7.1,1.3,-18.42,-7.0,-21.35,-16.42,-31.62,-44.23,-13.1,-18.75,-53.03
Other Income,0.0,0.02,0.02,0.07,0.45,0.44,0.97,0.38,0.32,0.64,0.39,0.22,0.40
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.02,0.02,0.01
Profit before tax,-0.14,0.05,0.24,0.09,0.31,0.36,0.55,0.05,-0.12,0.17,0.18,0.02,0.04
Tax %,0.0,40.0,29.17,33.33,32.26,27.78,9.09,-40.0,-8.33,5.88,11.11,0.0,
Net Profit,-0.14,0.03,0.16,0.06,0.21,0.26,0.51,0.07,-0.11,0.16,0.16,0.02,0.03
EPS in Rs,-2.8,0.05,0.29,0.11,0.38,0.47,0.93,0.13,-0.2,0.29,0.29,0.04,0.06
