,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,173.0,161.0,146.0,157.0,142.0,144.0,182.0,206.0,149.0,158.0,197.0,229.0,231
Expenses,155.0,152.0,141.0,151.0,133.0,138.0,169.0,190.0,149.0,154.0,189.0,213.0,215
Operating Profit,18.0,9.0,5.0,6.0,9.0,6.0,13.0,17.0,0.0,5.0,8.0,16.0,16
OPM %,10.0,6.0,3.0,4.0,6.0,4.0,7.0,8.0,0.0,3.0,4.0,7.0,7
Other Income,6.0,5.0,5.0,6.0,3.0,6.0,4.0,4.0,7.0,5.0,4.0,4.0,5
Interest,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
Depreciation,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,7.0,7
Profit before tax,19.0,9.0,5.0,7.0,7.0,7.0,13.0,15.0,1.0,4.0,5.0,13.0,14
Tax %,32.0,26.0,23.0,25.0,31.0,27.0,23.0,33.0,-18.0,-5.0,27.0,26.0,
Net Profit,13.0,7.0,4.0,6.0,5.0,5.0,10.0,10.0,2.0,4.0,4.0,10.0,10
EPS in Rs,33.59,17.67,10.09,14.59,13.15,13.07,26.54,26.95,4.31,10.3,9.7,25.28,26.27
