,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,4,4,4,4,4,4,4,4,4,4
Reserves,130,133,134,136,154,160,171,178,170,182,189,197,202
Borrowings,1,1,1,0,0,0,0,0,4,5,6,9,8
Other Liabilities,30,27,28,28,24,31,31,34,31,43,42,45,52
Total Liabilities,166,166,166,168,182,195,206,215,208,233,241,256,266
Fixed Assets,34,36,37,35,33,36,42,47,49,64,65,75,77
CWIP,1,2,3,1,4,3,1,2,13,3,8,3,3
Investments,16,15,20,18,35,39,45,47,41,53,57,57,64
Other Assets,115,112,106,113,110,117,118,120,106,113,112,120,122
Total Assets,166,166,166,168,182,195,206,215,208,233,241,256,266
