,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8.0,8.0,9.0,9.0,9.0,7.0,5.0,5.0,4.0,5.0,11.0,6.0,2
Expenses,8.0,7.0,9.0,9.0,9.0,7.0,5.0,5.0,6.0,5.0,11.0,7.0,22
Operating Profit,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-2.0,0.0,0.0,-1.0,-20
OPM %,7.0,7.0,5.0,6.0,4.0,-2.0,-3.0,-6.0,-45.0,0.0,2.0,-15.0,-1138
Other Income,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,1.0,1.0,0.0,1.0,-19.0,1
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-20.0,-19
Tax %,25.0,32.0,32.0,33.0,32.0,30.0,25.0,25.0,-13.0,33.0,15.0,8.0,
Net Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-18.0,-19
EPS in Rs,0.43,0.43,0.35,0.26,0.01,0.01,0.01,0.0,-0.07,0.0,0.04,-1.1,-1.11
