,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,704.0,832.0,816.0,730.0,1030.0,1345.0,1587.0,2039.0,2213.0,774.0,655.0,189.0,124
Expenses,559.0,670.0,668.0,581.0,817.0,1082.0,1281.0,1655.0,2044.0,847.0,648.0,208.0,116
Operating Profit,145.0,161.0,147.0,149.0,213.0,262.0,307.0,384.0,169.0,-73.0,7.0,-19.0,7
OPM %,21.0,19.0,18.0,20.0,21.0,20.0,19.0,19.0,8.0,-9.0,1.0,-10.0,6
Other Income,15.0,7.0,6.0,8.0,21.0,13.0,6.0,11.0,26.0,-211.0,-677.0,-56.0,-57
Interest,18.0,14.0,14.0,13.0,15.0,23.0,21.0,25.0,41.0,37.0,29.0,7.0,8
Depreciation,27.0,46.0,77.0,60.0,74.0,87.0,104.0,154.0,167.0,115.0,80.0,17.0,13
Profit before tax,115.0,107.0,63.0,85.0,145.0,165.0,188.0,216.0,-13.0,-437.0,-779.0,-99.0,-70
Tax %,18.0,17.0,2.0,6.0,14.0,11.0,15.0,17.0,15.0,-3.0,-0.0,-2.0,
Net Profit,94.0,89.0,62.0,80.0,125.0,146.0,160.0,178.0,-11.0,-450.0,-782.0,-100.0,-73
EPS in Rs,6.99,6.49,4.74,5.71,9.78,10.74,10.85,11.99,-0.84,-30.56,-52.88,-6.78,-4.93
