,Mar 2011,Mar 2012,Mar 2013,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,69.0,116.0,126.0,173.0,246.0,309.0,404.0,497.0,624.0,665.0,751.0,939.0,1045
Expenses,137.0,172.0,133.0,212.0,293.0,331.0,595.0,483.0,451.0,332.0,439.0,677.0,752
Operating Profit,-68.0,-55.0,-7.0,-39.0,-47.0,-23.0,-191.0,14.0,173.0,333.0,312.0,262.0,293
OPM %,-98.0,-48.0,-5.0,-22.0,-19.0,-7.0,-47.0,3.0,28.0,50.0,42.0,28.0,28
Other Income,5.0,7.0,1.0,23.0,8.0,14.0,7.0,36.0,62.0,85.0,108.0,108.0,160
Interest,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,5.0,5.0,4
Depreciation,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,21.0,16.0,12.0,19.0,21
Profit before tax,-66.0,-53.0,-9.0,-19.0,-43.0,-13.0,-187.0,46.0,210.0,396.0,403.0,345.0,428
Tax %,-12.0,0.0,-0.0,0.0,-1.0,0.0,61.0,73.0,30.0,28.0,23.0,21.0,
Net Profit,-74.0,-53.0,-9.0,-19.0,-43.0,-13.0,-72.0,13.0,146.0,287.0,310.0,272.0,327
EPS in Rs,-40.58,-28.71,-4.81,-10.37,-23.58,-7.16,-36.22,2.2,25.3,47.23,50.71,44.48,53.46
