,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,429.0,600.0,560.0,693.0,700.0,840.0,970.0,904.0,589.0,548.0,818.0,1051.0,1051
Expenses,412.0,576.0,531.0,661.0,670.0,803.0,905.0,853.0,553.0,521.0,785.0,1005.0,998
Operating Profit,17.0,24.0,29.0,32.0,30.0,37.0,65.0,50.0,36.0,27.0,32.0,46.0,54
OPM %,4.0,4.0,5.0,5.0,4.0,4.0,7.0,6.0,6.0,5.0,4.0,4.0,5
Other Income,1.0,1.0,0.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,5.0,4.0,5
Interest,3.0,6.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,6
Depreciation,7.0,11.0,14.0,16.0,17.0,17.0,19.0,21.0,22.0,18.0,18.0,17.0,20
Profit before tax,7.0,7.0,9.0,11.0,10.0,17.0,44.0,31.0,12.0,7.0,16.0,30.0,32
Tax %,22.0,24.0,26.0,29.0,27.0,28.0,35.0,31.0,-2.0,28.0,25.0,27.0,
Net Profit,6.0,5.0,7.0,8.0,7.0,12.0,28.0,21.0,13.0,5.0,12.0,22.0,24
EPS in Rs,1.81,1.7,2.14,2.59,2.3,3.88,8.99,6.82,3.99,1.53,3.79,6.86,7.51
