,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,122.0,125,121.0,146.0,154.0,116.0,129.0,152.0,82.0,75.0,97.0,129.0,143
Expenses,112.0,119,115.0,142.0,146.0,116.0,125.0,144.0,78.0,71.0,90.0,125.0,136
Operating Profit,10.0,6,7.0,4.0,8.0,0.0,3.0,8.0,4.0,4.0,7.0,4.0,6
OPM %,8.0,4,6.0,3.0,5.0,0.0,3.0,5.0,5.0,6.0,7.0,3.0,5
Other Income,0.0,0,1.0,0.0,0.0,0.0,2.0,-0.0,1.0,0.0,0.0,0.0,0
Interest,2.0,4,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,6
Depreciation,1.0,2,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4
Profit before tax,7.0,-0,0.0,-6.0,-3.0,-9.0,-4.0,-1.0,-3.0,-4.0,0.0,-5.0,-3
Tax %,33.0,,1900.0,28.0,84.0,38.0,13.0,16.0,24.0,-1.0,1045.0,42.0,
Net Profit,5.0,0,-0.0,-4.0,-0.0,-6.0,-4.0,-1.0,-3.0,-4.0,-3.0,-3.0,-1
EPS in Rs,3.84,0.08,-0.15,-2.91,-0.3,-4.03,-2.58,-0.51,-1.83,-2.61,-2.16,-1.92,-1.01
