,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,14.0,7.0,8.0,6.0,8.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,5
Expenses,14.0,6.0,7.0,5.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1
Operating Profit,-0.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,1.0,2.0,2.0,2.0,5
OPM %,-1.0,18.0,16.0,13.0,9.0,14.0,-2.0,-8.0,30.0,39.0,39.0,61.0,89
Other Income,0.0,-1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,3.0,3.0,0
Interest,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2
Profit before tax,-1.0,0.0,1.0,0.0,-0.0,0.0,1.0,-0.0,2.0,2.0,4.0,4.0,3
Tax %,-2.0,86.0,24.0,16.0,-27.0,500.0,11.0,-41.0,15.0,24.0,18.0,21.0,
Net Profit,-1.0,0.0,1.0,0.0,-0.0,-0.0,4.0,3.0,7.0,7.0,9.0,13.0,12
EPS in Rs,-0.33,0.01,0.38,0.13,-0.07,-0.02,36.59,25.74,67.57,62.15,86.15,115.01,105.91
