,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,428.97,23.64,25.84,6.76,8.96,0.76,13.37,0.98,1.4,2.64,7.25,6.9,3.42
Expenses,429.38,23.95,25.89,6.9,8.99,0.9,13.52,1.06,1.45,2.63,6.76,6.71,3.79
Operating Profit,-0.41,-0.31,-0.05,-0.14,-0.03,-0.14,-0.15,-0.08,-0.05,0.01,0.49,0.19,-0.37
OPM %,-0.1,-1.31,-0.19,-2.07,-0.33,-18.42,-1.12,-8.16,-3.57,0.38,6.76,2.75,-10.82
Other Income,0.02,0.01,0.01,0.01,0.0,0.0,0.02,0.02,0.02,0.01,0.0,0.0,6.41
Interest,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.00
Depreciation,0.05,0.09,0.24,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.04
Profit before tax,-0.45,-0.4,-0.28,-0.17,-0.06,-0.17,-0.15,-0.08,-0.05,0.00,0.47,0.17,6.00
Tax %,-4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.89,-11.76,
Net Profit,-0.48,-0.39,-0.28,-0.18,-0.06,-0.17,-0.14,-0.07,-0.05,0.00,0.4,0.19,6.02
EPS in Rs,-0.03,-0.02,-0.02,-0.02,-0.01,-0.02,-0.12,-0.06,-0.04,0.00,0.04,0.02,0.54
