,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8.1,8.13,13.58,3.34,0.1,0.02,0.00,1.07,1.55,1.08,1.05,1.56,1.29
Expenses,7.69,8.51,14.96,5.6,2.86,3.23,1.06,1.07,1.27,1.24,0.92,1.04,1.03
Operating Profit,0.41,-0.38,-1.38,-2.26,-2.76,-3.21,-1.06,0.00,0.28,-0.16,0.13,0.52,0.26
OPM %,5.06,-4.67,-10.16,-67.66,-2760.0,-16050.0,,0.00,18.06,-14.81,12.38,33.33,20.16
Other Income,0.0,0.0,0.03,-1.59,0.01,0.01,0.49,0.04,0.21,0.02,0.01,0.02,0.00
Interest,0.02,0.04,0.07,0.2,0.27,0.19,0.00,0.01,0.43,0.19,0.12,0.12,0.14
Depreciation,0.16,0.18,2.72,3.45,3.42,1.55,0.05,0.03,0.02,0.02,0.01,0.0,0.00
Profit before tax,0.23,-0.6,-4.14,-7.5,-6.44,-4.94,-0.62,0.00,0.04,-0.35,0.01,0.42,0.12
Tax %,0.0,10.0,-7.97,0.0,0.0,0.0,0.00,,0.0,0.0,0.0,0.0,
Net Profit,0.23,-0.53,-4.47,-7.5,-6.44,-4.94,-0.62,0.01,0.04,-0.34,0.01,0.42,0.12
EPS in Rs,0.28,-0.16,-1.31,-2.16,-1.86,-1.42,-0.18,0.00,0.01,-0.1,0.0,0.12,0.03
