,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,87.0,91.0,126.0,161.0,117.0,129.0,165.0,140.0,120.0,66.0,91.0,157.0,151
Expenses,78.0,82.0,115.0,149.0,107.0,116.0,150.0,126.0,108.0,56.0,81.0,145.0,140
Operating Profit,9.0,9.0,12.0,12.0,10.0,12.0,15.0,14.0,11.0,10.0,11.0,12.0,11
OPM %,10.0,9.0,9.0,8.0,9.0,10.0,9.0,10.0,10.0,15.0,12.0,7.0,7
Other Income,1.0,1.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1
Interest,2.0,4.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,8.0,8
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Profit before tax,6.0,5.0,9.0,10.0,8.0,9.0,9.0,7.0,5.0,2.0,2.0,4.0,2
Tax %,33.0,38.0,28.0,30.0,29.0,34.0,35.0,30.0,34.0,33.0,27.0,27.0,
Net Profit,4.0,3.0,6.0,7.0,6.0,6.0,6.0,5.0,3.0,1.0,2.0,3.0,2
EPS in Rs,1.81,1.42,2.57,2.55,1.94,1.83,1.69,1.59,0.92,0.35,0.51,0.92,0.54
