,Mar 2008,Mar 2009,Mar 2010,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,990.0,1099.0,1121.0,144.0,134.0,147.0,125.0,124.0,74.0,74.0,78.0,127.0,137
Expenses,876.0,1016.0,1018.0,134.0,128.0,140.0,114.0,106.0,71.0,62.0,64.0,87.0,92
Operating Profit,114.0,83.0,103.0,10.0,6.0,7.0,11.0,18.0,3.0,11.0,14.0,40.0,45
OPM %,12.0,8.0,9.0,7.0,5.0,5.0,9.0,15.0,4.0,15.0,18.0,32.0,33
Other Income,67.0,7.0,16.0,21.0,25.0,25.0,37.0,29.0,93.0,10.0,89.0,54.0,44
Interest,35.0,42.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,33.0,38.0,43.0,6.0,6.0,5.0,4.0,3.0,3.0,4.0,5.0,7.0,7
Profit before tax,114.0,9.0,44.0,23.0,25.0,27.0,44.0,45.0,93.0,17.0,98.0,87.0,82
Tax %,1.0,-19.0,10.0,-3.0,2.0,-3.0,5.0,8.0,0.0,19.0,12.0,7.0,
Net Profit,112.0,11.0,40.0,107.0,235.0,145.0,163.0,213.0,329.0,343.0,222.0,191.0,229
EPS in Rs,0.81,0.39,1.48,3.99,8.78,5.45,6.1,8.3,12.82,13.35,8.65,7.42,8.92
