,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,62.0,70.0,81.0,84.0,95.0,103.0,126.0,150.0,147.0,151.0,212.0,252.0,258
Expenses,59.0,66.0,76.0,79.0,87.0,95.0,116.0,139.0,133.0,135.0,193.0,230.0,227
Operating Profit,3.0,4.0,5.0,5.0,8.0,9.0,10.0,11.0,14.0,16.0,19.0,22.0,30
OPM %,5.0,6.0,6.0,6.0,9.0,8.0,8.0,7.0,9.0,10.0,9.0,9.0,12
Other Income,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0
Interest,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3
Depreciation,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5
Profit before tax,2.0,3.0,3.0,4.0,5.0,6.0,7.0,6.0,9.0,11.0,14.0,15.0,22
Tax %,20.0,41.0,11.0,34.0,33.0,36.0,34.0,28.0,29.0,23.0,30.0,23.0,
Net Profit,2.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,6.0,8.0,10.0,12.0,17
EPS in Rs,0.91,0.91,1.4,1.3,1.75,1.72,2.24,2.13,2.96,4.02,4.67,5.58,8.21
