,2012-03-01,2013-06-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84
Reserves,73.03,74.62,74.83,74.87,75.21,76.1,76.17,76.51,75.61,75.67,74.97,72.25,71.32
Borrowings,0.3,0.14,2.02,2.77,3.48,4.39,4.86,6.74,6.52,6.25,4.47,4.05,4.22
Other Liabilities,17.63,5.84,20.01,12.6,20.72,24.39,61.04,46.87,29.18,35.38,34.88,28.88,31.3
Total Liabilities,106.8,96.44,112.7,106.08,115.25,120.72,157.91,145.96,127.15,133.14,130.16,121.02,122.68
Fixed Assets,26.12,30.31,39.77,24.54,29.62,27.89,26.4,25.34,24.05,26.18,25.33,24.53,56.31
CWIP,3.48,6.37,0.0,11.3,25.41,28.84,29.93,29.93,29.93,32.19,32.19,32.19,0.0
Investments,0.19,0.22,0.11,0.11,0.11,0.06,0.07,0.07,0.05,0.05,0.05,0.05,0.05
Other Assets,77.01,59.54,72.82,70.13,60.11,63.93,101.51,90.62,73.12,74.72,72.59,64.25,66.32
Total Assets,106.8,96.44,112.7,106.08,115.25,120.72,157.91,145.96,127.15,133.14,130.16,121.02,122.68
