,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,267.0,397.0,345.0,407.0,547.0,798.0,815.0,899.0,689.0,577.0,747.0,752.0,762
Expenses,196.0,285.0,273.0,304.0,391.0,596.0,618.0,739.0,566.0,471.0,629.0,634.0,629
Operating Profit,71.0,111.0,71.0,103.0,156.0,203.0,197.0,160.0,123.0,107.0,118.0,117.0,132
OPM %,27.0,28.0,21.0,25.0,29.0,25.0,24.0,18.0,18.0,18.0,16.0,16.0,17
Other Income,16.0,14.0,28.0,20.0,24.0,12.0,-8.0,35.0,26.0,20.0,-42.0,18.0,26
Interest,4.0,10.0,18.0,16.0,19.0,20.0,23.0,4.0,8.0,6.0,5.0,10.0,9
Depreciation,4.0,6.0,11.0,11.0,13.0,20.0,21.0,9.0,13.0,17.0,17.0,19.0,22
Profit before tax,79.0,109.0,71.0,96.0,148.0,175.0,145.0,182.0,129.0,104.0,54.0,106.0,127
Tax %,34.0,46.0,42.0,36.0,32.0,36.0,39.0,30.0,26.0,29.0,57.0,28.0,
Net Profit,53.0,60.0,41.0,61.0,100.0,113.0,89.0,127.0,95.0,74.0,23.0,77.0,91
EPS in Rs,5.09,5.6,3.97,5.81,8.0,7.95,5.7,11.99,9.43,6.64,1.45,6.8,8.46
