,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.83,0.18,0.00,0.00,0.00,0.00
Expenses,0.04,0.01,0.01,0.08,0.0,0.01,0.02,0.86,0.2,0.01,0.02,0.04,0.03
Operating Profit,-0.04,-0.01,-0.01,-0.08,0.0,-0.01,-0.02,-0.03,-0.02,-0.01,-0.02,-0.04,-0.03
OPM %,,,,,,,,-3.61,-11.11,,,,
Other Income,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.00,0.00
Interest,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.00,0.00
Depreciation,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.00,0.00
Profit before tax,-0.04,-0.01,-0.01,-0.08,0.0,-0.01,-0.02,-0.03,-0.02,-0.01,-0.02,-0.04,-0.03
Tax %,0.00,0.00,0.00,0.00,,0.00,0.00,0.0,0.0,0.00,0.00,0.00,0.00
Net Profit,-0.04,-0.01,-0.01,-0.08,0.0,-0.01,-0.02,-0.03,-0.02,-0.01,-0.02,-0.04,-0.03
EPS in Rs,-0.09,-0.02,-0.02,-0.19,0.0,-0.02,-0.05,-0.07,-0.05,-0.02,-0.05,-0.09,-0.07
