,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,270.73,268.25,112.93,106.35,101.81,65.46,33.0,20.1,25.87,43.3,52.84,53.13,44.26
Expenses,267.65,270.24,106.63,101.46,99.08,70.06,36.88,21.33,30.63,39.7,49.68,56.72,48.96
Operating Profit,3.08,-1.99,6.3,4.89,2.73,-4.6,-3.88,-1.23,-4.76,3.6,3.16,-3.59,-4.70
OPM %,1.14,-0.74,5.58,4.6,2.68,-7.03,-11.76,-6.12,-18.4,8.31,5.98,-6.76,-10.62
Other Income,6.4,5.4,1.51,1.53,1.0,0.56,2.96,0.21,8.04,0.34,1.58,6.91,5.47
Interest,10.48,11.65,4.82,4.4,5.34,6.01,0.71,0.55,2.43,1.8,1.52,1.93,2.00
Depreciation,7.14,7.26,2.89,1.73,1.73,1.82,1.91,1.84,1.72,1.73,1.72,1.59,1.57
Profit before tax,-8.14,-15.5,0.1,0.29,-3.34,-11.87,-3.54,-3.41,-0.87,0.41,1.5,-0.2,-2.80
Tax %,-0.37,-0.32,0.0,0.0,-25.75,-7.75,0.0,0.0,0.0,285.37,0.0,-20.0,
Net Profit,-8.17,-15.56,0.1,0.29,-4.2,-12.79,-3.54,-3.4,-0.87,-0.77,1.51,-0.24,-2.84
EPS in Rs,-6.14,-11.7,0.08,0.59,-8.56,-26.06,-7.21,-6.93,-1.77,-1.57,3.08,-0.49,-5.79
