,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
Reserves,98.61,99.32,100.25,95.86,93.44,125.55,165.55,168.07,160.74,177.53,182.56,178.72,179.75
Borrowings,3.05,3.39,3.01,6.24,13.87,7.37,22.13,23.87,26.21,14.87,51.0,21.84,23.23
Other Liabilities,7.19,6.33,7.49,6.68,6.09,5.76,8.12,8.05,8.34,8.84,11.02,12.2,14.82
Total Liabilities,111.95,112.14,113.85,111.88,116.5,141.78,198.9,203.09,198.39,204.34,247.68,215.86,220.9
Fixed Assets,17.1,16.74,15.74,17.52,17.41,18.7,38.09,37.49,36.4,34.01,32.0,29.39,27.35
CWIP,0.0,0.0,0.0,1.12,0.03,1.87,1.6800000000000002,1.65,1.1,1.52,1.51,1.89,1.88
Investments,72.57,70.82,63.83,62.98,65.71,89.89,130.24,127.71,110.49,132.34,113.79,115.54,134.84
Other Assets,22.28,24.58,34.28,30.26,33.35,31.32,28.89,36.24,50.4,36.47,100.38,69.04,56.83
Total Assets,111.95,112.14,113.85,111.88,116.5,141.78,198.9,203.09,198.39,204.34,247.68,215.86,220.9
