,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,783.0,880.0,785.0,863.0,865.0,881.0,932.0,1036.0,974.0,1209.0,1460.0,1458.0,1457
Expenses,650.0,749.0,722.0,783.0,785.0,764.0,814.0,909.0,871.0,1014.0,1234.0,1305.0,1330
Operating Profit,133.0,131.0,63.0,80.0,80.0,117.0,118.0,128.0,103.0,195.0,226.0,152.0,127
OPM %,17.0,15.0,8.0,9.0,9.0,13.0,13.0,12.0,11.0,16.0,15.0,10.0,9
Other Income,25.0,18.0,11.0,21.0,43.0,22.0,44.0,24.0,46.0,22.0,8.0,24.0,21
Interest,25.0,31.0,36.0,38.0,40.0,34.0,22.0,15.0,15.0,10.0,9.0,21.0,26
Depreciation,35.0,37.0,49.0,25.0,25.0,26.0,28.0,29.0,31.0,33.0,33.0,34.0,35
Profit before tax,99.0,80.0,-11.0,39.0,57.0,79.0,112.0,107.0,103.0,175.0,193.0,122.0,87
Tax %,22.0,16.0,71.0,7.0,-0.0,30.0,30.0,30.0,33.0,34.0,34.0,13.0,
Net Profit,77.0,67.0,-3.0,90.0,192.0,205.0,176.0,172.0,170.0,279.0,303.0,123.0,95
EPS in Rs,8.87,7.78,-0.36,10.39,22.21,23.63,20.31,19.89,19.56,32.16,34.95,14.11,10.91
