,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1832.0,1621.0,1538.0,1581.0,1375.0,1662.0,2549.0,2438.0,2508.0,1639.0,2589.0,2772.0,2227
Expenses,1744.0,1527.0,1461.0,1523.0,1302.0,1537.0,2405.0,2299.0,2520.0,1542.0,2437.0,2674.0,2141
Operating Profit,88.0,94.0,77.0,58.0,73.0,124.0,145.0,139.0,-12.0,97.0,152.0,97.0,86
OPM %,5.0,6.0,5.0,4.0,5.0,7.0,6.0,6.0,-0.0,6.0,6.0,4.0,4
Other Income,6.0,5.0,23.0,7.0,4.0,4.0,6.0,8.0,5.0,2.0,2.0,2.0,1
Interest,38.0,36.0,35.0,42.0,28.0,32.0,54.0,45.0,40.0,14.0,16.0,13.0,9
Depreciation,8.0,13.0,14.0,12.0,12.0,11.0,11.0,11.0,14.0,13.0,14.0,15.0,15
Profit before tax,48.0,50.0,52.0,11.0,38.0,86.0,86.0,91.0,-61.0,71.0,124.0,71.0,63
Tax %,35.0,28.0,22.0,2.0,34.0,33.0,34.0,36.0,43.0,26.0,26.0,27.0,
Net Profit,31.0,36.0,41.0,11.0,25.0,58.0,57.0,58.0,-34.0,53.0,92.0,52.0,47
EPS in Rs,10.45,12.08,13.53,3.51,8.09,18.31,17.82,18.6,-10.72,16.0,29.53,16.45,14.92
