,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,13.53,27.33,27.18,19.06,28.14,43.85,51.61,43.44,31.2,22.18,14.05,15.48,12.60
Expenses,19.58,29.79,28.92,19.96,24.12,36.64,43.15,39.96,30.78,21.6,14.75,15.3,13.03
Operating Profit,-6.05,-2.46,-1.74,-0.9,4.02,7.21,8.46,3.48,0.42,0.58,-0.7,0.18,-0.43
OPM %,-44.72,-9.0,-6.4,-4.72,14.29,16.44,16.39,8.01,1.35,2.61,-4.98,1.16,-3.41
Other Income,0.02,0.08,7.03,4.1,0.4,0.15,0.55,0.89,0.68,1.25,10.96,3.21,3.26
Interest,0.43,0.32,1.12,1.12,0.22,0.52,0.34,0.73,1.46,0.58,0.21,0.09,0.03
Depreciation,1.96,1.99,2.04,0.71,0.69,2.17,1.02,1.02,1.12,1.05,0.26,0.22,0.12
Profit before tax,-8.42,-4.69,2.13,1.37,3.51,4.67,7.65,2.62,-1.48,0.2,9.79,3.08,2.68
Tax %,2.73,5.76,-32.86,29.2,6.55,-7.92,0.0,0.0,78.38,30.0,0.0,10.39,
Net Profit,-8.19,-4.41,2.83,0.96,3.27,5.04,7.66,2.62,-0.32,0.14,9.8,2.76,2.39
EPS in Rs,-24.89,-13.4,8.6,2.92,9.94,15.32,15.7,4.03,-0.49,0.22,15.07,4.24,3.67
