,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.35,3.25,3.03,4.09,9.25,9.41,9.58,33.51,33.14,37.91,39.76,60.84,77.74
Expenses,2.56,2.62,2.71,3.9,8.31,8.6,8.43,30.96,30.53,33.88,34.64,50.51,63.94
Operating Profit,-0.21,0.63,0.32,0.19,0.94,0.81,1.15,2.55,2.61,4.03,5.12,10.33,13.80
OPM %,-8.94,19.38,10.56,4.65,10.16,8.61,12.0,7.61,7.88,10.63,12.88,16.98,17.75
Other Income,0.27,0.0,0.0,0.08,-0.14,0.05,0.09,0.11,0.51,0.08,1.31,0.35,0.33
Interest,0.01,0.01,0.04,0.14,0.3,0.34,0.39,0.74,2.21,2.01,2.13,2.61,3.12
Depreciation,0.03,0.02,0.01,0.03,0.03,0.02,0.03,0.06,0.05,0.17,0.26,0.28,0.35
Profit before tax,0.02,0.6,0.27,0.1,0.47,0.5,0.82,1.86,0.86,1.93,4.04,7.79,10.66
Tax %,50.0,0.0,18.52,0.0,0.0,26.0,26.83,36.56,54.65,25.91,26.73,25.67,
Net Profit,0.01,0.6,0.22,0.11,0.47,0.37,0.6,1.18,0.39,1.43,2.96,5.79,7.90
EPS in Rs,0.03,1.94,0.71,0.36,0.33,0.16,0.26,0.5,0.17,0.61,1.26,2.46,3.36
