,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,14874.0,18950.0,19832.0,19666.0,18397.0,13759.0,7645.0,9210.0,7035.0,6406.0,5752.0,7263.0,7109
Expenses,9430.0,12116.0,13295.0,13356.0,13525.0,12059.0,8236.0,9850.0,8336.0,5703.0,5842.0,6618.0,6555
Operating Profit,5443.0,6835.0,6538.0,6310.0,4871.0,1700.0,-591.0,-640.0,-1300.0,703.0,-90.0,645.0,554
OPM %,37.0,36.0,33.0,32.0,26.0,12.0,-8.0,-7.0,-18.0,11.0,-2.0,9.0,8
Other Income,325.0,189.0,530.0,609.0,75.0,-2946.0,1262.0,-261.0,4007.0,207.0,-5.0,-520.0,-278
Interest,3192.0,4662.0,6233.0,7338.0,7847.0,7469.0,2486.0,988.0,1159.0,1001.0,998.0,1056.0,934
Depreciation,952.0,1436.0,1708.0,1694.0,1820.0,1888.0,782.0,592.0,603.0,568.0,395.0,381.0,372
Profit before tax,1625.0,925.0,-874.0,-2113.0,-4721.0,-10603.0,-2597.0,-2481.0,945.0,-659.0,-1487.0,-1312.0,-1029
Tax %,42.0,16.0,20.0,27.0,33.0,11.0,0.0,-7.0,41.0,-1.0,-1.0,-3.0,
Net Profit,947.0,777.0,-703.0,-1551.0,-3164.0,-9413.0,-2597.0,-2644.0,561.0,-667.0,-1498.0,-1352.0,-1062
EPS in Rs,2.98,2.08,-3.72,-7.13,-12.13,-35.79,-7.96,-8.41,4.5,-2.71,-6.02,-5.47,-4.31
