,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,7.0,12.0,15.0,15.0,24.0,30.0,30.0,32.0,36.0,41.0,40.0,65.0,75
Expenses,6.0,11.0,14.0,13.0,21.0,26.0,26.0,27.0,31.0,32.0,32.0,49.0,56
Operating Profit,0.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,9.0,8.0,16.0,20
OPM %,4.0,6.0,6.0,12.0,12.0,14.0,16.0,15.0,15.0,22.0,20.0,24.0,26
Other Income,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Interest,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
Profit before tax,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,4.0,7.0,6.0,13.0,17
Tax %,33.0,38.0,33.0,6.0,5.0,8.0,9.0,8.0,9.0,14.0,16.0,17.0,
Net Profit,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,4.0,6.0,5.0,11.0,13
EPS in Rs,2.5,5.0,4.0,6.05,2.53,2.84,3.04,3.07,3.29,5.6,4.67,10.09,12.16
