,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,220.0,217.0,232.0,217.0,192.0,179.0,197.0,211.0,171.0,154.0,255.0,202.0,198
Expenses,210.0,187.0,197.0,196.0,178.0,168.0,189.0,204.0,171.0,148.0,223.0,201.0,209
Operating Profit,9.0,30.0,35.0,21.0,15.0,11.0,8.0,7.0,-0.0,6.0,32.0,2.0,-11
OPM %,4.0,14.0,15.0,10.0,8.0,6.0,4.0,3.0,-0.0,4.0,13.0,1.0,-5
Other Income,2.0,1.0,4.0,3.0,3.0,6.0,2.0,4.0,3.0,2.0,3.0,3.0,3
Interest,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Depreciation,7.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4
Profit before tax,1.0,21.0,30.0,17.0,11.0,13.0,6.0,7.0,-2.0,4.0,31.0,1.0,-12
Tax %,56.0,36.0,34.0,37.0,39.0,23.0,-13.0,35.0,84.0,27.0,26.0,46.0,
Net Profit,0.0,14.0,20.0,11.0,7.0,10.0,7.0,5.0,-0.0,3.0,23.0,0.0,-9
EPS in Rs,0.53,16.61,24.23,13.03,8.31,12.1,8.78,5.62,-0.39,4.56,33.44,0.44,-12.56
