,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.11,0.86,0.96,0.88,0.74,0.72,0.18,1.32,1.04,1.28,2.01,2.15,0.05
Expenses,1.64,0.76,1.69,1.3,1.05,0.93,0.66,0.9,1.19,0.77,0.84,1.01,0.91
Operating Profit,-0.53,0.1,-0.73,-0.42,-0.31,-0.21,-0.48,0.42,-0.15,0.51,1.17,1.14,-0.86
OPM %,-47.75,11.63,-76.04,-47.73,-41.89,-29.17,-266.67,31.82,-14.42,39.84,58.21,53.02,-1720.00
Other Income,0.82,0.1,0.97,0.66,0.23,0.12,1.8,0.06,1.11,0.33,0.3,0.21,2.18
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.39,0.46,0.33,0.33,0.36
Depreciation,0.14,0.14,0.14,0.4,0.05,0.05,0.04,0.05,0.08,0.14,0.14,0.14,0.12
Profit before tax,0.15,0.06,0.1,-0.16,-0.13,-0.14,1.28,0.18,0.49,0.24,1.0,0.88,0.84
Tax %,20.0,16.67,20.0,0.0,0.0,0.0,19.53,22.22,24.49,37.5,15.0,17.05,
Net Profit,0.12,0.05,0.08,-0.16,-0.13,-0.14,1.03,0.15,0.37,0.15,0.85,0.73,0.71
EPS in Rs,2.1,0.87,1.4,-2.8,-2.27,-2.45,18.02,2.62,6.47,2.62,14.87,12.77,12.42
