,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.14,0.04,0.00,0.00,0.04,0.33,-0.03,0.01,0.00,0.00,2.21,1.89,2.17
Expenses,0.32,0.19,8.35,0.49,0.84,1.66,0.76,0.91,1.30,1.08,4.54,4.76,5.00
Operating Profit,-0.18,-0.15,-8.35,-0.49,-0.8,-1.33,-0.79,-0.9,-1.30,-1.08,-2.33,-2.87,-2.83
OPM %,-128.57,-375.0,,,-2000.0,-403.03,,-9000.0,,,-105.43,-151.85,-130.41
Other Income,0.01,0.26,19.37,0.16,0.57,0.07,0.28,0.0,0.05,5.62,0.03,0.0,-0.03
Interest,0.89,0.05,0.07,0.00,0.0,0.05,0.10,0.0,0.35,0.46,0.52,0.68,0.74
Depreciation,0.43,0.44,0.28,0.01,0.03,0.62,0.61,0.63,0.66,0.70,0.9,1.05,0.97
Profit before tax,-1.49,-0.38,10.67,-0.34,-0.26,-1.93,-1.22,-1.53,-2.26,3.38,-3.72,-4.6,-4.57
Tax %,0.0,0.0,0.00,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.0,0.0,
Net Profit,-1.49,-0.38,10.67,-0.34,-0.25,-1.93,-1.22,-1.53,-2.26,3.38,-3.71,-4.6,-4.57
EPS in Rs,-3.72,-0.95,26.68,-0.85,-0.62,-4.82,-3.05,-3.82,-5.65,8.45,-9.28,-11.5,-11.42
