,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,226.0,243.0,266.0,284.0,326.0,206.0,238.0,321.0,307.0,432.0,487.0,527.0,607
Expenses,209.0,225.0,242.0,253.0,289.0,183.0,220.0,291.0,284.0,387.0,439.0,476.0,548
Operating Profit,17.0,18.0,24.0,31.0,38.0,23.0,18.0,30.0,23.0,45.0,47.0,52.0,59
OPM %,7.0,7.0,9.0,11.0,12.0,11.0,8.0,9.0,8.0,10.0,10.0,10.0,10
Other Income,4.0,2.0,4.0,5.0,4.0,8.0,7.0,5.0,4.0,11.0,5.0,6.0,9
Interest,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0
Depreciation,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,7.0,15.0,12.0,10.0,9
Profit before tax,18.0,18.0,25.0,32.0,38.0,28.0,23.0,32.0,19.0,39.0,39.0,47.0,58
Tax %,29.0,29.0,31.0,31.0,32.0,27.0,29.0,28.0,25.0,26.0,22.0,24.0,
Net Profit,13.0,13.0,18.0,22.0,26.0,20.0,17.0,23.0,14.0,28.0,31.0,36.0,45
EPS in Rs,2.56,2.5,3.51,4.39,5.15,4.0,3.3,4.66,2.86,5.68,6.1,7.22,8.88
