,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,4,13,13,13,13,13,25,25,25,25
Reserves,65,71,82,97,107,128,137,152,150,166,189,216,232
Borrowings,1,1,0,0,2,0,2,4,45,14,4,1,8
Other Liabilities,49,60,77,67,71,48,57,71,119,128,129,163,135
Total Liabilities,119,136,163,168,193,189,209,240,326,333,347,405,400
Fixed Assets,8,10,12,9,18,17,17,21,84,71,61,53,52
CWIP,3,3,0,0,0,0,6,34,0,0,0,0,1
Investments,33,19,27,43,43,70,66,39,80,31,43,91,80
Other Assets,76,104,124,116,131,101,120,147,163,230,243,261,267
Total Assets,119,136,163,168,193,189,209,240,326,333,347,405,400
