,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,520.0,475.0,458.0,428.0,483.0,467.0,503.0,504.0,492.0,445.0,434.0,447.0,427
Expenses,443.0,433.0,405.0,745.0,436.0,417.0,434.0,433.0,404.0,314.0,305.0,346.0,360
Operating Profit,76.0,42.0,53.0,-317.0,47.0,50.0,69.0,71.0,88.0,131.0,129.0,101.0,67
OPM %,15.0,9.0,12.0,-74.0,10.0,11.0,14.0,14.0,18.0,29.0,30.0,23.0,16
Other Income,26.0,18.0,32.0,544.0,249.0,53.0,36.0,46.0,36.0,29.0,35.0,30.0,52
Interest,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Depreciation,22.0,19.0,13.0,11.0,7.0,7.0,6.0,7.0,11.0,10.0,7.0,7.0,7
Profit before tax,80.0,40.0,72.0,216.0,290.0,96.0,100.0,111.0,112.0,149.0,158.0,124.0,111
Tax %,20.0,20.0,29.0,45.0,29.0,12.0,17.0,18.0,30.0,23.0,19.0,20.0,
Net Profit,64.0,32.0,51.0,120.0,206.0,85.0,82.0,90.0,79.0,115.0,128.0,99.0,92
EPS in Rs,24.61,15.18,24.19,56.01,116.42,49.5,48.17,52.85,52.38,76.11,85.21,66.09,61.19
