,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1834.0,2049.0,1605.0,1414.0,1386.0,1627.0,1839.0,1167.0,1121.0,476.0,618.0,773.0,1013
Expenses,1599.0,1815.0,1378.0,1180.0,1144.0,1343.0,1579.0,1038.0,924.0,594.0,665.0,1077.0,1384
Operating Profit,235.0,234.0,226.0,234.0,242.0,284.0,260.0,128.0,198.0,-119.0,-47.0,-303.0,-371
OPM %,13.0,11.0,14.0,17.0,17.0,17.0,14.0,11.0,18.0,-25.0,-8.0,-39.0,-37
Other Income,22.0,25.0,30.0,34.0,54.0,59.0,59.0,34.0,28.0,39.0,20.0,25.0,30
Interest,132.0,126.0,131.0,144.0,147.0,155.0,169.0,74.0,108.0,161.0,121.0,113.0,113
Depreciation,6.0,7.0,10.0,14.0,10.0,9.0,9.0,9.0,73.0,63.0,47.0,65.0,59
Profit before tax,119.0,125.0,116.0,110.0,139.0,179.0,141.0,79.0,44.0,-305.0,-194.0,-457.0,-513
Tax %,24.0,15.0,32.0,46.0,45.0,41.0,39.0,38.0,319.0,23.0,17.0,23.0,
Net Profit,90.0,106.0,79.0,60.0,77.0,105.0,85.0,49.0,-97.0,-235.0,-162.0,-351.0,-404
EPS in Rs,4.14,4.85,4.29,3.28,4.2,5.58,4.59,2.68,-5.32,-12.86,-8.72,-19.02,-21.98
