,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Revenue,3024.0,3703.0,4107.0,4285.0,5027.0,5588.0,6331.0,3696.0,4707.0,5292.0,5111.0,5501.0,6184
Interest,1183.0,1516.0,1724.0,1782.0,1814.0,1735.0,1344.0,1770.0,2427.0,2659.0,2236.0,2406.0,2846
Expenses,1140.0,1288.0,1389.0,1505.0,2221.0,2735.0,3906.0,932.0,1222.0,1235.0,1392.0,1288.0,1388
Financing Profit,701.0,900.0,993.0,999.0,992.0,1118.0,1080.0,994.0,1057.0,1398.0,1483.0,1806.0,1950
Financing Margin %,23.0,24.0,24.0,23.0,20.0,20.0,17.0,27.0,22.0,26.0,29.0,33.0,32
Other Income,14.0,8.0,-5.0,-27.0,7.0,8.0,13.0,482.0,48.0,24.0,35.0,43.0,69
Depreciation,84.0,101.0,112.0,112.0,106.0,104.0,79.0,58.0,90.0,93.0,101.0,139.0,160
Profit before tax,631.0,807.0,876.0,860.0,893.0,1022.0,1014.0,1418.0,1016.0,1330.0,1417.0,1711.0,1860
Tax %,32.0,31.0,34.0,33.0,34.0,34.0,34.0,27.0,21.0,25.0,25.0,26.0,
Net Profit,498.0,620.0,650.0,644.0,662.0,768.0,843.0,1258.0,845.0,1223.0,1296.0,1500.0,1756
EPS in Rs,41.18,50.76,52.3,51.83,52.49,61.52,65.7,104.49,71.25,104.87,105.61,118.61,135.61
