,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2064.0,2271.0,2359.0,2449.0,2360.0,2445.0,2815.0,3078.0,2877.0,2768.0,3768.0,4481.0,4766
Expenses,1884.0,2041.0,2111.0,2189.0,2021.0,2073.0,2392.0,2622.0,2507.0,2413.0,3352.0,3986.0,4189
Operating Profit,180.0,230.0,248.0,260.0,339.0,371.0,423.0,455.0,370.0,355.0,416.0,496.0,578
OPM %,9.0,10.0,11.0,11.0,14.0,15.0,15.0,15.0,13.0,13.0,11.0,11.0,12
Other Income,-5.0,1.0,59.0,81.0,64.0,100.0,127.0,118.0,172.0,77.0,151.0,198.0,198
Interest,26.0,13.0,14.0,14.0,9.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2
Depreciation,39.0,47.0,48.0,64.0,58.0,48.0,44.0,41.0,39.0,39.0,39.0,46.0,48
Profit before tax,109.0,171.0,244.0,263.0,336.0,419.0,504.0,532.0,501.0,392.0,527.0,646.0,726
Tax %,10.0,15.0,15.0,25.0,26.0,25.0,29.0,35.0,20.0,28.0,23.0,22.0,
Net Profit,98.0,145.0,208.0,199.0,249.0,316.0,358.0,344.0,402.0,283.0,405.0,502.0,567
EPS in Rs,6.42,9.5,13.58,12.99,16.27,20.65,23.42,22.5,26.32,18.5,26.46,32.81,37.08
