,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.62,5.20,5.47,5.49,1.92,5.37,32.99,0.87,1.29,0.15,0.00,0.00,0.0
Expenses,4.02,5.18,5.44,5.39,2.02,5.36,32.94,0.86,1.31,0.25,0.14,0.12,0.12
Operating Profit,0.6,0.02,0.03,0.10,-0.1,0.01,0.05,0.01,-0.02,-0.1,-0.14,-0.12,-0.12
OPM %,12.99,0.38,0.55,1.82,-5.21,0.19,0.15,1.15,-1.55,-66.67,,,
Other Income,0.0,0.00,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0
Interest,0.0,0.00,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0
Depreciation,0.02,0.02,0.01,0.10,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0
Profit before tax,0.58,0.00,0.02,0.00,-0.1,0.01,0.05,0.01,-0.02,-0.1,-0.14,-0.12,-0.12
Tax %,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Net Profit,0.58,-0.01,0.02,0.02,-0.1,0.01,0.05,0.01,-0.02,-0.1,-0.14,-0.12,-0.12
EPS in Rs,0.96,-0.02,0.03,0.03,-0.16,0.02,0.08,0.02,-0.03,-0.16,-0.23,-0.20,-0.19
