,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,112.15,176.17,224.17,258.48,172.98,14.18,22.03,29.69,18.97,3.2,0.14,0.00,12.32
Expenses,105.34,167.4,212.9,244.45,181.25,15.79,21.99,29.32,19.9,3.85,0.81,30.31,42.03
Operating Profit,6.81,8.77,11.27,14.03,-8.27,-1.61,0.04,0.37,-0.93,-0.65,-0.67,-30.31,-29.71
OPM %,6.07,4.98,5.03,5.43,-4.78,-11.35,0.18,1.25,-4.9,-20.31,-478.57,,-241.15
Other Income,0.89,0.2,0.54,0.11,0.38,2.69,0.28,-0.01,0.02,0.03,0.05,30.67,30.65
Interest,3.01,3.23,6.09,7.35,5.11,0.09,0.0,0.0,0.0,0.0,0.0,1.27,1.27
Depreciation,0.56,0.61,1.41,1.81,1.47,1.21,1.01,0.83,0.66,0.66,0.66,0.33,0.46
Profit before tax,4.13,5.13,4.31,4.98,-14.47,-0.22,-0.69,-0.47,-1.57,-1.28,-1.28,-1.24,-0.79
Tax %,5.81,13.45,17.87,24.9,0.76,-36.36,-31.88,14.89,-6.37,0.0,0.0,8.87,
Net Profit,3.89,4.44,3.54,3.75,-14.36,-0.3,-0.91,-0.4,-1.67,-1.28,-1.27,-1.13,-0.68
EPS in Rs,2.44,2.4,1.91,2.03,-7.76,-0.16,-0.49,-0.22,-0.9,-0.69,-0.69,-0.61,-0.36
