,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,663.0,710.0,745.0,721.0,744.0,723.0,755.0,757.0,717.0,802.0,726.0,813.0,830
Expenses,611.0,625.0,721.0,702.0,704.0,676.0,743.0,735.0,766.0,741.0,726.0,804.0,859
Operating Profit,52.0,85.0,24.0,19.0,40.0,47.0,12.0,22.0,-48.0,61.0,-0.0,9.0,-29
OPM %,8.0,12.0,3.0,3.0,5.0,7.0,2.0,3.0,-7.0,8.0,-0.0,1.0,-3
Other Income,28.0,30.0,48.0,22.0,28.0,26.0,48.0,42.0,61.0,15.0,31.0,0.0,92
Interest,42.0,42.0,51.0,51.0,48.0,42.0,43.0,49.0,59.0,48.0,38.0,37.0,37
Depreciation,16.0,14.0,17.0,16.0,19.0,18.0,18.0,19.0,25.0,25.0,24.0,23.0,22
Profit before tax,23.0,59.0,4.0,-26.0,2.0,13.0,0.0,-4.0,-71.0,3.0,-31.0,-50.0,4
Tax %,3.0,24.0,-32.0,10.0,497.0,57.0,-2688.0,2.0,-16.0,22.0,113.0,-4.0,
Net Profit,22.0,45.0,5.0,-23.0,-7.0,17.0,34.0,-4.0,-102.0,19.0,24.0,-47.0,8
EPS in Rs,7.06,15.38,1.68,-7.92,-2.82,5.88,11.85,-1.22,-35.38,6.6,8.18,-16.32,2.84
