,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.6,0.64,0.63,0.93,0.77,1.92,0.81,0.45,-0.54,0.69,2.06,1.01,1.34
Expenses,0.48,0.45,0.43,0.74,0.64,0.66,1.14,1.52,0.98,0.57,0.97,0.77,0.81
Operating Profit,0.12,0.19,0.2,0.19,0.13,1.26,-0.33,-1.07,-1.52,0.12,1.09,0.24,0.53
OPM %,20.0,29.69,31.75,20.43,16.88,65.62,-40.74,-237.78,,17.39,52.91,23.76,39.55
Other Income,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.38
Interest,0.08,0.06,0.07,0.06,0.05,0.05,0.09,0.19,0.10,0.09,0.06,0.09,0.14
Depreciation,0.03,0.03,0.03,0.05,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.04
Profit before tax,0.01,0.1,0.1,0.08,0.06,1.18,-0.44,-1.28,-1.38,0.01,1.01,0.12,0.73
Tax %,0.0,30.0,40.0,37.5,33.33,29.66,29.55,14.06,-6.52,-500.0,6.93,-116.67,
Net Profit,0.0,0.07,0.07,0.06,0.04,0.83,-0.31,-1.1,-1.47,0.05,0.93,0.26,0.74
EPS in Rs,0.0,0.07,0.07,0.06,0.04,0.83,-0.31,-1.1,-1.47,0.05,0.65,0.16,0.44
