,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,251.0,303.0,414.0,558.0,622.0,642.0,711.0,748.0,721.0,548.0,694.0,799.0,738
Expenses,224.0,277.0,377.0,508.0,569.0,598.0,661.0,688.0,661.0,521.0,684.0,712.0,664
Operating Profit,27.0,26.0,37.0,50.0,53.0,44.0,49.0,60.0,60.0,28.0,10.0,87.0,74
OPM %,11.0,9.0,9.0,9.0,9.0,7.0,7.0,8.0,8.0,5.0,1.0,11.0,10
Other Income,2.0,3.0,4.0,-1.0,-2.0,6.0,7.0,13.0,4.0,5.0,32.0,52.0,57
Interest,10.0,12.0,16.0,13.0,13.0,18.0,23.0,35.0,29.0,28.0,29.0,45.0,41
Depreciation,3.0,3.0,4.0,6.0,6.0,6.0,7.0,8.0,10.0,10.0,24.0,25.0,26
Profit before tax,16.0,14.0,21.0,30.0,32.0,26.0,26.0,29.0,26.0,-6.0,-11.0,68.0,64
Tax %,28.0,30.0,31.0,28.0,29.0,31.0,33.0,33.0,17.0,-5.0,-49.0,9.0,
Net Profit,12.0,10.0,15.0,21.0,25.0,18.0,17.0,20.0,21.0,-6.0,-17.0,63.0,58
EPS in Rs,10.94,9.17,13.12,18.73,21.09,15.37,14.34,16.23,17.43,-5.04,-13.54,51.29,47.31
