,2019-12-01,2020-03-01,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01
Sales,206.53,151.98,138.29,73.05,0.28,10.0,0.47,4.72,17.9,0.00,0.00,0.00,0.00
Expenses,191.08,139.88,126.83,64.49,1.16,72.14,0.93,17.97,13.96,5.32,0.48,0.33,0.31
Operating Profit,15.45,12.1,11.46,8.56,-0.88,-62.14,-0.46,-13.25,3.94,-5.32,-0.48,-0.33,-0.31
OPM %,7.48,7.96,8.29,11.72,-314.29,-621.4,-97.87,-280.72,22.01,,,,
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.56,0.00,0.08,0.10
Interest,0.67,1.65,0.0,0.0,0.08,30.93,3.77,3.77,3.77,25.91,0.00,0.00,0.00
Depreciation,8.61,8.6,8.53,8.54,8.51,8.8,8.59,8.59,8.59,8.38,8.54,8.54,8.54
Profit before tax,6.17,1.85,2.93,0.02,-9.47,-101.87,-12.82,-25.61,-8.42,-142.17,-9.02,-8.79,-8.75
Tax %,1.3,-69.19,11.95,-200.0,0.53,-5.71,0.0,0.0,0.0,17.94,0.00,0.00,0.00
Net Profit,6.1,3.14,2.58,0.06,-9.43,-107.69,-12.83,-25.62,-8.42,-116.66,-9.02,-8.79,-8.75
EPS in Rs,0.3,0.15,0.13,0.0,-0.46,-5.27,-0.63,-1.25,-0.41,-5.71,-0.44,-0.43,-0.43
