,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,97.0,98.0,116.0,142.0,122.0,106.0,129.0,237.0,194.0,248.0,242.0,197.0,163.0
Expenses,98.0,100.0,103.0,133.0,128.0,108.0,124.0,248.0,215.0,234.0,245.0,202.0,155.0
Operating Profit,-1.0,-2.0,13.0,9.0,-7.0,-3.0,5.0,-11.0,-21.0,14.0,-3.0,-4.0,8.0
OPM %,-1.0,-2.0,11.0,6.0,-5.0,-2.0,4.0,-5.0,-11.0,6.0,-1.0,-2.0,5.0
Other Income,36.0,35.0,34.0,34.0,24.0,32.0,162.0,241.0,115.0,63.0,61.0,65.0,55.0
Interest,13.0,13.0,12.0,12.0,12.0,16.0,17.0,21.0,26.0,34.0,39.0,42.0,37.0
Depreciation,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
Profit before tax,19.0,18.0,34.0,28.0,3.0,11.0,148.0,207.0,66.0,40.0,17.0,16.0,23.0
Tax %,10.0,11.0,18.0,16.0,39.0,36.0,3.0,39.0,38.0,21.0,17.0,25.0,32.0
Net Profit,17.0,16.0,27.0,24.0,2.0,7.0,143.0,125.0,40.0,32.0,14.0,12.0,16.0
EPS in Rs,3.52,3.15,5.55,4.76,0.43,1.43,28.9,25.23,8.14,6.45,2.78,2.45,3.17
