,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.3,0.00,2.61,0.28,0.24,0.2,0.14,0.4,0.21,0.06,0.2,2.6,3.02
Expenses,5.58,0.11,2.52,0.19,0.18,0.15,0.13,0.31,0.16,0.03,0.15,2.01,2.34
Operating Profit,-5.28,-0.11,0.09,0.09,0.06,0.05,0.01,0.09,0.05,0.03,0.05,0.59,0.68
OPM %,-1760.0,,3.45,32.14,25.0,25.0,7.14,22.5,23.81,50.0,25.0,22.69,22.52
Other Income,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.10
Interest,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,-5.28,0.07,0.09,0.09,0.06,0.05,0.01,0.09,0.05,0.03,0.19,0.71,0.78
Tax %,0.0,42.86,33.33,33.33,50.0,40.0,0.0,22.22,20.0,33.33,31.58,30.99,
Net Profit,-5.28,0.04,0.06,0.06,0.04,0.03,0.01,0.06,0.03,0.02,0.13,0.49,0.55
EPS in Rs,-0.08,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.00
