,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,398.0,427.0,444.0,406.0,402.0,100.0,361.0,330.0,338.0,395.0,381.0,352.0,425.0
Expenses,300.0,321.0,345.0,314.0,330.0,197.0,347.0,318.0,311.0,350.0,332.0,333.0,388.0
Operating Profit,98.0,105.0,99.0,91.0,72.0,-97.0,14.0,13.0,28.0,45.0,49.0,19.0,38.0
OPM %,25.0,25.0,22.0,23.0,18.0,-97.0,4.0,4.0,8.0,11.0,13.0,5.0,9.0
Other Income,6.0,8.0,10.0,5.0,3.0,3.0,5.0,7.0,4.0,7.0,5.0,2.0,-4.0
Interest,19.0,20.0,25.0,19.0,17.0,18.0,21.0,22.0,22.0,24.0,22.0,25.0,24.0
Depreciation,28.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,29.0,28.0,26.0,26.0,26.0
Profit before tax,57.0,66.0,57.0,50.0,30.0,-140.0,-31.0,-31.0,-19.0,1.0,5.0,-29.0,-17.0
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,106.0,47.0,48.0,22.0,25.0,35.0,0.0
Net Profit,57.0,66.0,57.0,50.0,30.0,-140.0,2.0,-16.0,-10.0,0.0,4.0,-19.0,-17.0
EPS in Rs,15.82,18.32,15.77,13.95,8.27,-38.91,0.52,-4.56,-2.77,0.13,1.05,-5.43,-4.77
